"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Code Size Rules","Comment Rules","Controversial Rules","Coupling Rules","Design Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L30516","rootInode","org.apache.hadoop.hdfs.server.namenode.TestFsLimits.rootInode;Lorg/apache/hadoop/hdfs/server/namenode/INodeDirectoryWithQuota;","L30509","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestFsLimits.java","52","3","52","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30554","DUMMY_URI","org.apache.hadoop.hdfs.server.namenode.TestGenericJournalConf.DUMMY_URI;Ljava/lang/String;","L30552","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestGenericJournalConf.java","38","3","38","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30610","LOG","org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat.LOG;LLog;","L30608","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHDFSConcat.java","50","3","50","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30613","REPL_FACTOR","org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat.REPL_FACTOR;S","L30608","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHDFSConcat.java","52","3","52","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30614","cluster","org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat.cluster;Lorg/apache/hadoop/hdfs/MiniDFSCluster;","L30608","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHDFSConcat.java","54","3","54","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30615","nn","org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat.nn;Lorg/apache/hadoop/hdfs/server/protocol/NamenodeProtocols;","L30608","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHDFSConcat.java","55","3","55","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30616","dfs","org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat.dfs;Lorg/apache/hadoop/hdfs/DistributedFileSystem;","L30608","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHDFSConcat.java","56","3","56","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30617","blockSize","org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat.blockSize;J","L30608","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHDFSConcat.java","58","3","58","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30618","conf","org.apache.hadoop.hdfs.server.namenode.TestHDFSConcat.conf;LConfiguration;","L30608","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHDFSConcat.java","61","3","61","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30651","LOG","org.apache.hadoop.hdfs.server.namenode.TestHostsFiles.LOG;LLog;","L30648","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestHostsFiles.java","44","3","45","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30665","LOG","org.apache.hadoop.hdfs.server.namenode.TestINodeFile.LOG;LLog;","L30663","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestINodeFile.java","63","3","63","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30668","BLOCKBITS","org.apache.hadoop.hdfs.server.namenode.TestINodeFile.BLOCKBITS;S","L30663","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestINodeFile.java","65","3","65","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30669","BLKSIZE_MAXVALUE","org.apache.hadoop.hdfs.server.namenode.TestINodeFile.BLKSIZE_MAXVALUE;J","L30663","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestINodeFile.java","66","3","66","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30671","perm","org.apache.hadoop.hdfs.server.namenode.TestINodeFile.perm;LPermissionStatus;","L30663","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestINodeFile.java","68","3","69","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30672","replication","org.apache.hadoop.hdfs.server.namenode.TestINodeFile.replication;S","L30663","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestINodeFile.java","70","3","70","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30673","preferredBlockSize","org.apache.hadoop.hdfs.server.namenode.TestINodeFile.preferredBlockSize;J","L30663","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestINodeFile.java","71","3","71","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30769","LOG","org.apache.hadoop.hdfs.server.namenode.TestLargeDirectoryDelete.LOG;LLog;","L30766","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestLargeDirectoryDelete.java","42","3","42","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30772","CONF","org.apache.hadoop.hdfs.server.namenode.TestLargeDirectoryDelete.CONF;LConfiguration;","L30766","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestLargeDirectoryDelete.java","43","3","43","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30773","TOTAL_BLOCKS","org.apache.hadoop.hdfs.server.namenode.TestLargeDirectoryDelete.TOTAL_BLOCKS;I","L30766","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestLargeDirectoryDelete.java","44","3","44","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30774","mc","org.apache.hadoop.hdfs.server.namenode.TestLargeDirectoryDelete.mc;Lorg/apache/hadoop/hdfs/MiniDFSCluster;","L30766","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestLargeDirectoryDelete.java","45","3","45","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30775","createOps","org.apache.hadoop.hdfs.server.namenode.TestLargeDirectoryDelete.createOps;I","L30766","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestLargeDirectoryDelete.java","46","3","46","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30776","lockOps","org.apache.hadoop.hdfs.server.namenode.TestLargeDirectoryDelete.lockOps;I","L30766","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestLargeDirectoryDelete.java","47","3","47","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30834","LOG","org.apache.hadoop.hdfs.server.namenode.TestListCorruptFileBlocks.LOG;LLog;","L30831","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestListCorruptFileBlocks.java","55","3","55","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30864","NUM_DATA_NODES","org.apache.hadoop.hdfs.server.namenode.TestMetaSave.NUM_DATA_NODES;I","L30861","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestMetaSave.java","48","3","48","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30865","seed","org.apache.hadoop.hdfs.server.namenode.TestMetaSave.seed;J","L30861","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestMetaSave.java","49","3","49","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30866","blockSize","org.apache.hadoop.hdfs.server.namenode.TestMetaSave.blockSize;I","L30861","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestMetaSave.java","50","3","50","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30867","cluster","org.apache.hadoop.hdfs.server.namenode.TestMetaSave.cluster;Lorg/apache/hadoop/hdfs/MiniDFSCluster;","L30861","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestMetaSave.java","51","3","51","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30868","fileSys","org.apache.hadoop.hdfs.server.namenode.TestMetaSave.fileSys;LFileSystem;","L30861","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestMetaSave.java","52","3","52","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30869","namesystem","org.apache.hadoop.hdfs.server.namenode.TestMetaSave.namesystem;Lorg/apache/hadoop/hdfs/server/namenode/FSNamesystem;","L30861","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestMetaSave.java","53","3","53","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30908","LOG","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.LOG;LLog;","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","54","3","54","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30909","SEED","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.SEED;J","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","56","3","56","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30910","BLOCK_SIZE","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.BLOCK_SIZE;I","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","57","3","57","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30911","FILE_SIZE","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.FILE_SIZE;I","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","58","3","58","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30912","NUM_DATA_NODES","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.NUM_DATA_NODES;I","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","59","3","59","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30913","FILE_IMAGE","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.FILE_IMAGE;Ljava/lang/String;","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","60","3","60","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30914","FILE_EDITS","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.FILE_EDITS;Ljava/lang/String;","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","61","3","61","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30915","replication","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.replication;S","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","63","3","63","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30916","base_dir","org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs.base_dir;Ljava/io/File;","L30905","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameEditsConfigs.java","64","3","65","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30962","LOG","org.apache.hadoop.hdfs.server.namenode.TestNamenodeCapacityReport.LOG;LLog;","L30959","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeCapacityReport.java","45","3","45","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30979","cluster","org.apache.hadoop.hdfs.server.namenode.TestNameNodeJspHelper.cluster;Lorg/apache/hadoop/hdfs/MiniDFSCluster;","L30977","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeJspHelper.java","55","3","55","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30980","conf","org.apache.hadoop.hdfs.server.namenode.TestNameNodeJspHelper.conf;LConfiguration;","L30977","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeJspHelper.java","56","3","56","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31025","DELTA","org.apache.hadoop.hdfs.server.namenode.TestNameNodeMXBean.DELTA;D","L31022","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeMXBean.java","47","3","47","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31056","LOG","org.apache.hadoop.hdfs.server.namenode.TestNameNodeRecovery.LOG;LLog;","L31053","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeRecovery.java","58","3","58","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31059","recoverStartOpt","org.apache.hadoop.hdfs.server.namenode.TestNameNodeRecovery.recoverStartOpt;Lorg/apache/hadoop/hdfs/server/common/HdfsServerConstants$StartupOption;","L31053","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeRecovery.java","59","3","59","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31060","TEST_DIR","org.apache.hadoop.hdfs.server.namenode.TestNameNodeRecovery.TEST_DIR;Ljava/io/File;","L31053","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeRecovery.java","60","3","61","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31236","conf","org.apache.hadoop.hdfs.server.namenode.TestNameNodeResourceChecker.conf;LConfiguration;","L31234","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeResourceChecker.java","42","3","42","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31237","baseDir","org.apache.hadoop.hdfs.server.namenode.TestNameNodeResourceChecker.baseDir;Ljava/io/File;","L31234","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeResourceChecker.java","43","3","43","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31238","nameDir","org.apache.hadoop.hdfs.server.namenode.TestNameNodeResourceChecker.nameDir;Ljava/io/File;","L31234","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeResourceChecker.java","44","3","44","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31288","CLIENT_ID","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.CLIENT_ID;[B","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","78","3","78","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31289","cluster","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.cluster;Lorg/apache/hadoop/hdfs/MiniDFSCluster;","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","79","3","79","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31290","namesystem","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.namesystem;Lorg/apache/hadoop/hdfs/server/namenode/FSNamesystem;","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","80","3","80","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31291","perm","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.perm;LPermissionStatus;","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","81","3","82","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31292","filesystem","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.filesystem;Lorg/apache/hadoop/hdfs/DistributedFileSystem;","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","83","3","83","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31293","callId","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.callId;I","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","84","3","84","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31294","conf","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.conf;LConfiguration;","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","85","3","85","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31295","BlockSize","org.apache.hadoop.hdfs.server.namenode.TestNamenodeRetryCache.BlockSize;I","L31285","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNamenodeRetryCache.java","86","3","86","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
